나레이션,（电子门顺利开启，莱娅等人进入房间。）
나레이션,（这间实验室比其他的更大，内部装有服务器的柜子鳞次栉比，深蓝色信号灯有规律地不断闪烁。）
리바,这间挺热闹嘛。
로벨라,好多的服务器……这是吉拉尔的机房吗？
리바,以吉拉尔的规模来说，这里太小了。
리바,大概是众多机房中的一个，但把服务器藏在这种地方……|很难让人不怀疑里边存放的内容呢。
로벨라,也许这里就与吉拉尔急于隐藏的秘密有关……|准备骇入吗？
앨바,等一下，前边……好像有什么。
나레이션,（经由埃芙提醒，人形们的视线随着一排排柜子延伸。）
나레이션,（在服务器们明明灭灭的蓝色灯光映照下，最远端墙壁上，一条竖长的黑影若隐若现。）
소프,……电缆？
소프,唔……被柜子挡住了……看不清……
리바,看来要优先排查隐患了。
리바,索普、洛贝拉，你们两人从柜子间的通道过去，我和埃芙留在这里，以防有敌人从后方夹击。
나레이션,（其余3名人形点点头，行动开始。）
나레이션,（索普与洛贝拉一点点接近目标，墙上细长的黑影却不为所动，如同蛰伏在黑暗中的野兽。）
나레이션,（渐渐地，黑影变得清晰，那好像是一截手臂，长度却异于常人，细长的末端没有连接手掌，而是锋锐的镰刃。）
나레이션,（在洛贝拉的眼神示意下，索普快步冲出柜子的掩护范围，举枪对准了墙上的“不明物”。）
소프,……这、这是什么东西啊？
소프,（一尊怪异“人形”死气沉沉地悬挂在墙上。）
소프,（除了本就纤长的四肢外，多条如同节肢动物一样的细长触须从这尊“人形”的背后延伸出来。）
소프,（触须的末端或是枪口，或是镰刃。）
소프,（虽然可以依稀辨认出头部，但却并未设计制作五官，冰冷的合金铁板将她的面部完全包覆。）
소프,好奇怪的构造，这……还属于人形吗？
소프,（仔细观察，确定该名“人形”处于关机状态后，洛贝拉稍稍放松了警惕。）
로벨라,……先叫莱娅和埃芙过来吧。
로벨라,（得到洛贝拉警报解除的手势后，莱娅与埃芙快步跑过来。）
앨바,......!
리바,哎呀呀……真是不得了的大发现。
로벨라,难怪查到了这个坐标的首席会被刺杀……这已经不可能用一般机械或是民用人形来蒙混过去了……|吉拉尔竟然在研发如此危险的人形。
앨바,这是……原型机，之前实验室里的素体，都是她的失败作。
로벨라,如果她也使用了同规格零件，就几乎能够证明，吉拉尔窃取了帕斯卡的技术，进行着三代人形的研究。
로벨라,（说着，洛贝拉伸手朝向墙上的怪异人形，试图进一步调查，却被莱娅抓住了。）
로벨라,왜 그러니?
리바,要小心哦？
리바,之前或许还能用我们成功混淆了敌人视线，来解释这一路的顺畅。但对方把这么要命的东西藏在这里……|这附近的布防就显得有些薄弱了。
??,您的警觉令人赞许。
나레이션,（听到来自门口的声音，莱娅4人立刻切换至备战模式，各自分散到附近的柜子后。）
앨바,앗...!
나레이션,（机房内的照明设施被全部打开，光线的骤然变化让人形们的视野出现了短暂的模糊。）
나레이션,（在视觉模块恢复正常后，声音的主人已经端正地站在走道中央。）
리바,真正的看门犬来了。
다츄어,三代人形·黑眼——
나레이션,（她单手提起裙摆，优雅而倨傲地行了一个屈膝礼。）
다츄어,初次见面，希望没有惊扰到各位。
로벨라,그런데 3세대 인형이라고?
다츄어,正是，看来您对此并不陌生——
나레이션,（黑眼刚要向前迈步，就被人形们的枪口对准。）
앨바,待在那里别动！
나레이션,（黑眼配合地将手中的阳伞放到脚边，举起双手，后退一步。）
다츄어,无须紧张，我暂时，还没有与各位作战的想法……|不然现在各位只能在恐惧和虚无中度过剩余时光。
리바,那是要多谢你手下留情了。|不过，现在被牵制的一方，好像是你哦？
다츄어,……确实如此。现在的我，毫无胜算。
소프,莱娅，这就是你们之前提到的强杀伤力人形吗？看着也不怎么样嘛。|我还以为至少见面就能痛快打一场。
다츄어,很抱歉，在这里，恕我无法与您战斗。
소프,在这里？什么意思？换个地方你就能把我脑袋拧下来？
다츄어,如果这是您的愿望，我不介意代劳。
나레이션,（黑眼注视着索普的方向，露出危险的笑容。）
다츄어,各位一路摸索过来，对这间研究所，理应有所了解。
다츄어,这里，正是所有三代人形的起源之地。
다츄어,虽然如今已经废弃，剩下的，只有诸位所看到的那些残次品，以及……|各位身后那台失败的原型机。
앨바,……
로벨라,我可不认为这些有资格被称为三代人形。
다츄어,能与阁下意见相仿，我很荣幸。
다츄어,从残次品改造而来的物品，粗俗，丑陋，愚蠢……|像极了制造者。
리바,看样子你对吉拉尔意见挺大的嘛。
다츄어,追求征服的工具，却时刻提防着这份力量……
다츄어,可悲的制造者写下了限制，提防着人形们对吉拉尔的一切出手——这间满是吉拉尔数据的机房，对我们来说，和监牢无异。
다츄어,……很愚蠢吧？宝藏已被窃贼拿在手中，守护宝藏的士兵却被国王的链条上了锁。
소프,我怎么觉得她把我们也骂进去了……啧，我管你能打不能打，今天不留下两条腿一个脑袋就别想走！
로벨라,잠깐만요.
나레이션,（洛贝拉压下索普的枪口，警惕地看着自说自话，毫无防备的黑眼。）
리바,如果你说的都是真的，你在这里无法进行任何攻击行为……现在却把这些信息告诉我们，恐怕是有十足的把握把我们留在这里了吧？
나레이션,（黑眼开心地拍了拍手。）
다츄어,作为更高级的造物，原本我对二代人形不抱有任何期待……|但您和我之前遇到的那位人形队长，都给我留下了深刻的印象。
다츄어,我为我之前的轻蔑与无礼道歉。
나레이션,（不顾威胁，黑眼后撤一小步，再次行礼，头部压低，看不清她的表情。）
다츄어,只是，希望您的作战能力也能与那位阁下一样！
나레이션,（话音未落，黑眼便快速地抓起地上的阳伞，向左侧翻滚，闪身躲进了连排的柜子后边。）
앨바,那边是警报器的方向！
소프,啊！就说不能跟她废话——
나레이션,（索普快速跑向黑眼身影消失的那一排，毫不犹豫地抬枪。）
리바,索普、等一下！
나레이션,（一梭子弹打在被黑眼当成掩体的服务器上，瞬间机房内火花四溅。安定运转的服务器嗡嗡作响。）
다츄어,……
리바,索普，后撤！你和埃芙去实验室入口处，限制黑眼行动！|没有命令，不要射击！
다츄어,我、要收回，刚刚的话……
나레이션,（黑眼的声音变得有些诡异，她慢慢从掩体后走了出来，面向莱娅的方向再次行礼。）
다츄어,您，更加优秀。
나레이션,（黑眼的素体完好，并没有中枪。）
