나레이션,"(이것은, 아주 오래 전의 일.)"
나레이션,(그리폰을 떠난 센타우레이시는 결국 다시 가사 서비스직에 몸담기로 했다.)
나레이션,"(자신의 업무 능력에 자부심이 있던 센타우레이시였지만, 새로운 일상에 적응하기 위해 업무 스타일을 조금씩 바꾸었다.)"
나레이션,"(더는 전장에 설 일이 없어졌지만, 그렇다고 마음이 편해진 것은 아니었다. 이제는 매일 더 사소한 일들을 마주해야 했으니까.)"
나레이션,"(삶이 안정된 후론 오히려 이따금씩 작전을 수행하던 옛날이 떠올랐다. 전장에서 늘 보좌했던 주인님을 생각하며, 기약 없는 재회의 날을 상상했다.)"
나레이션,"(만약 다시 한 번 기회가 주어진다면, 센타우레이시는 미련 없이 지금의 ""일상""을 버리고 ""전장""으로, 그분의 곁으로 돌아갈 것이라고 생각했다.)"
나레이션,"(""전장""과 ""일상"".)"
나레이션,(센타우레이시는 이 두 단어의 연관성을 고민하던 차에 스프링필드에게 스카우트를 받았다.)
나레이션,(......)
센타우레이시,카페 주케로... 여기인가.
센타우레이시,"팻말이 ""CLOSE""로 돼 있는데... 스프링필드 점장님은 아직 안 오신 걸까?"
센타우레이시,"음, 영업 시간은... 7시부터 22시까지."
센타우레이시,현재 시각은 6시... 어제 7시 30분까지만 오면 된다고 하셨지. 일찍 와서 다행이다.
스프링필드,"어머, 센타우레이시? 벌써 오셨어요? 어제 제가 7시 반까지만 오시면 된다 하지 않았나요?"
센타우레이시,"좋은 아침입니다, 점장님."
센타우레이시,오픈 시간이 7시라면 더 일찍 불렀어도 괜찮았다고 생각합니다.
나레이션,(그리고 조금 고민하고 덧붙였다.)
센타우레이시,점원에게 시간 맞춰 출근하라는 것은 아주 정당한 요구입니다. 충분한 시간이 주어진다면 더욱 수월하게 오픈 준비를 할 수 있어요.
스프링필드,맞는 말이에요.
센타우레이시,......
스프링필드,"후후훗, 옛날 생각 나네요."
스프링필드,"그리폰에 있을 적에도 이렇게, 센타우레이시가 조언을 많이 해 줬는데."
센타우레이시,"그랬죠... 당시의 저는 카페 경영 관련 지식이 부족해 점장님을 오해했고요.|하지만 이제는 점장님의 능력과 철학을 이해하고 신뢰하고 있습니다. 그것이 제가 ""주케로""에 합류한 이유 중 하나예요."
스프링필드,"다른 이유는 뭔지 알 것 같네요.|걱정 마세요, 지휘관님의 소식을 들으면 바로 모두에게 알릴 생각이니까요."
스프링필드,"재회를 기다리고 있죠, 우리 모두가... 하지만 그날이 오기 전까지는 카페를 건실하게 경영해야 합니다."
나레이션,(두 사람은 나란히 서서 카페의 간판을 바라봤다. 드리운 아침 햇살에 아직 새것 같은 간판이 부드럽게 반짝였다.)
스프링필드,센타우레이시도 다른 일을 하다 왔으니 조금 천천히 와도 괜찮다고 생각했어요. 게다가 오늘은 가볍게 둘러보고 끝낼 예정이었거든요. 그래서 7시 반까지 와 달라 한 거랍니다.
센타우레이시,그렇다면 더더욱 평소의 오픈 시간에 일을 시작해야 합니다. 며칠 내로 가게의 업무를 빠짐없이 배우고 금방 적응할 수 있도록 하겠습니다.
스프링필드,"아하, 그 말도 맞네요. 역시 센타우레이시는 여전히 전문가군요.|사실 오픈 시간이 제일 바쁠 때인데, 이렇게 일찍 와 줘서 고마워요. 센타우레이시와 함께면 저도 많이 편해지겠는걸요?"
센타우레이시,그럼 저는 무얼 하면 될까요?
스프링필드,"조급해 할 것 없어요, 우선 제복으로 갈아입을까요? ""주케로""에서의 일은... 전체적으로 보자면 그리폰의 카페에서 하던 일과 비슷해요, 찾는 손님들이 다를 뿐이죠.+자아, 안으로 들어가요."
나레이션,"(카페로 들어오고 몇 분 후, 센타우레이시가 제복으로 갈아입고 준비실에서 나왔다.)"
스프링필드,"음, 역시 잘 어울리네요."
센타우레이시,그리폰에서의 제 복장을 특별히 참고한 디자인 같군요.
스프링필드,"특별히 참고라... 딱히 그런 건 아니지만, 지휘관님이 센타우레이시에게 제복을 선물한다면 분명히 예전의 복장을 참고했을 것 같아서요."
센타우레이시,지휘관님...
스프링필드,"한동안은 카페 일로 바빴는데 이제야 좀 궤도에 오른 것 같아요.|아직 소식이 그리 모이진 않지만, 그래도 금방 지휘관님의 소식을 들을 수 있을 거예요."
스프링필드,어쩌면... 우리가 여기서 지휘관님께 무언가 해드릴 수도 있을지도 모르고요.
센타우레이시,제 도움이 필요할 때엔 꼭 알려 주시기 바랍니다.
