나레이션,"(진행 중인 엘모호는 바랴그단의 기습을 받았고, 적은 지휘실로 침입했다.)"
나레이션,"(혼란 속에서, 가장 먼저 도착해 적을 격퇴한 건 벡터였다.)"
벡터,"지휘관님, 다치지 않으셨나요? 괜찮으세요?"
지휘관,난 괜찮아. 벡터 덕분이야. 네가 시간 맞춰 와줘서 그들이 아무것도 하기 전에 막았어.
벡터,원래 지휘실에 지휘관님을 찾으러 가려고 했어요. 경보가 울릴 때 저는 이미 문 앞에 있었죠.
나레이션,"(벡터와 나는 지휘실의 잔해를 함께 정리했고, 모든 것이 원래대로 돌아간 후에야 우리는 앉아서 이야기를 나눌 수 있었다.)"
지휘관,"그런데, 벡터, 나를 찾으러 온 건 무슨 일이야?"
벡터,"전에 지휘관님과 약속했듯이, 지휘관님께 완전히 솔직할 거라서, 제 '흑역사'를 지휘관님께 보여드리려고 해요. 제 가장 무섭고 추악한 면을 기록한... 증거죠."
지휘관,그렇게 심각해? 뭔데?
나레이션,"(벡터는 주머니에서 사진 한 장을 꺼냈다. 사진 속에는 색채와 선이 복잡하게 얽힌, 중간에 흰색 빛줄기에 의해 갈라진 추상화가 있었다.)"
벡터,"이 그림은 제 캐비닛에 계속 보관되어 있었어요. 지난번 높은 캐비닛을 정리하다가 다시 발견했죠. 이 그림은 저를 모델로 했고, 그 내용이 증거예요."
지휘관,"안에 벡터는 안 보이는데, 이 그림은... 무슨 뜻이야?"
벡터,"저는 데이터베이스에서 인간들이 그림을 해석한 사례를 검색해봤는데, 이 문제에 대한 표준 답은 없는 것 같아요."
벡터,"제가 말하자면... 이건 역겨운 잡색 염색통 안의 교반기이고, 대난투에서 아군 적군 가리지 않는 섬광탄이에요. 제 말은, 제가 참여하는 일은 모두 망가질 거예요. 제 존재가 모든 주문을 망치고, 동료들을 죽음으로 몰아넣을 거예요... 진짜 벡터는 그런 불운의 인형이에요."
지휘관,"...왜 그렇게 말해? 그런데 말이야, 이런 추상화의 모델이 되려면 뭘 해야 했어?"
벡터,"이 그림의 화가는 인형의 영혼을 그리려고 했어요. 저는 인형에게 그런 게 있다고 생각하지 않아요. 그녀는 계속 저에게서 그녀가 원하는 영혼을 찾을 수 없었고, 그 여자는 특수한 방법을 생각해내서 그녀가 말하는 영혼을 깨우려고 했죠."
