나레이션,(시간이 점점 흘러 경기 시간의 절반이 지나갔다.)
나레이션,(객실 구역 2층의 한 방에서 마키아토가 팔짱을 낀 채 왔다 갔다 하고 있었다.)
나레이션,(미치티는 눈을 뜨고 그녀를 바라본 뒤 푹신한 베개를 두드리며 자세를 바꾸고 다시 눕는다.)
미치티,"어, 마키아토. 잠깐만 멈추는 게 어때?"
미치티,통신 끊은 지 고작 몇 분밖에 안 됐는데... 지휘관이 뛰어와서 문 열어줘도 시간 좀 걸리겠다...
마키아토,"...누, 누가 그 사람 기다린다고?"
마키아토,난 안도리스가 도망칠까봐 걱정이라구. 게다가 네 탓에 이렇게 된 거잖아...
미치티,"네네, 미안해."
미치티,근데 지금 조바심 내봤자 소용없어. 지휘관도 더 빨리 오진 않을 거야. 나처럼 좀 눕는 게 어때... 이 침대 진짜 엄청 편하다니까...
마키아토,...됐어!
미치티,알겠어. 그럼 난 잘게. 발소리 좀 작게 내라구.
나레이션,(미치티는 눈을 감고 곧잘 잠들었다.)
나레이션,(마키아토는 잠시 제자리에 서 있었다.)
나레이션,(그러나 오래지 않아 다시 걷기 시작했다.)
마키아토,5분 33초. 이렇게 느린 거야?
마키아토,"쳇... 어제 연습전에서 놀다 지친 건가... 아냐, 얼마 전 엘모호에서 몰래 봤을 때—— 관, 관찰했을 땐 실력 전혀 안 떨어졌는데. 그렇게 약할 리가 없어."
마키아토,"그냥 걷는 속도가 느린 거겠지... 뭐하는 거야 그 사람, 꼭 늙은이처럼..."
나레이션,(생각이 뒤섞이며 마키아토는 마인드맵에서 지휘관과의 만남 장면을 끊임없이 시뮬레이션한다.)
나레이션,"(마인드맵이 과부하 직전에 달했을 때, 문 밖에서 마침내 소리가 들려왔다.)"
지휘관,음... 마키아토가 있는 방이 바로 여기군.
지휘관,"어디 보자... 찾았다. 1575, 도구 줘."
1575,쓰세요.
지휘관,다행히 구조가 복잡하지 않네... 됐다.
나레이션,(랜덤 락이 돌아가는 소리와 함께 문이 서서히 열렸다.)
지휘관,"미안해, 늦었어. 마키아토, 괜찮아?"
마키아토,......
지휘관,어... 이 랜덤 락이 인형 작동에 영향을 줄 리가 없는데...
마키아토,.........
마키아토,너란 녀석은...
마키아토,이번은... 늦지 않은 걸로 치자...
지휘관,내가 전에 늦은 적 있어?
지휘관,"아, 어제 연습전 말이지? 내가 좀 늦긴 했어. 스프링필드랑 먼저 경기 내용을 논의해야 했거든."
마키아토,그 얘기 말고!
지휘관,저건...?
마키아토,…난…
마키아토,………………
나레이션,(말을 더듬던 마키아토의 귀가 붉어졌다.)
나레이션,(그러나 그녀는 아무 말도 하지 못했다.)
마키아토,"...됐어, 이 이야긴 그만하자."
마키아토,"미치티를 내가 탈락시켰어, 지금 방에 있어."
나레이션,(마키아토가 문 앞에서 비키자 지휘관은 침대에서 꿀맛같이 자고 있는 미치티를 보았다.)
지휘관,그거 다행이네.
지휘관,"방금 안도리스를 만났는데, 그녀가 나에게——"
마키아토,뭐? 안도리스를 봤다고?
지휘관,"응, 오던 길에 만났어. 미치티를 안전 구역으로 데려다 달라고 부탁했지."
지휘관,"아, 다른 선수 동향을 참가자에게 알려주면 안 되는 건가?|이러면 좋은 심판이 아닌 것 같은데."
마키아토,"...별, 별 상관 없지 않아?"
마키아토,...넌 뭘 해도 잘하는 것 같아.
지휘관,그래? 그럼 더 힘내야겠네.
지휘관,경기장에 문제가 생겼어. 다른 선수들도 마키아토처럼 갇힌 경우가 있더라. 네가 기다리다 초조해할까 봐 서둘러 왔어.
지휘관,앞으로 다른 사람들이 또 갇히지 않도록 돌아다니면서 확인해야 해.
마키아토,갈 거야?
지휘관,"응, 마키아토가 내가 좋은 심판이라고 생각하니 더 책임감 있게 임해야지."
지휘관,게다가 넌 계속 경기해야 하잖아?
마키아토,"맞아, 반드시 우승해서 네게 보여줄 거야."
마키아토,...그때... 너...
나레이션,(지휘관이 침대에 누운 미치티에게 다가가며 마키아토의 속삭임을 놓쳤다.)
지휘관,"미치티, 여기서 자면 안 돼..."
