카리나,거의 다 됐어!
나레이션,"(카리나는 등 뒤의 거의 텅 빈 병원 로비를 보며, 손에 든 총을 거뒀다. 그녀의 앞에서는, 리바와 레나의 시생물과의 전투도 막바지에 이르렀다.)"
리바,"대피 임무는 거의 끝났으니, 여러분도 어서 도망치세요."
나레이션,"(리바는 바닥에 널브러진 시생물 잔해를 확인하며, 병원 보안 요원들에게 말했다.)"
나레이션,"(간이 총기를 든 비정규 전투 요원들은 서로를 쳐다보고, 리바와 카리나 쪽으로 가볍게 고개를 끄덕인 뒤, 신속하게 철수하기 시작했다.)"
리바,"이 시생물들이 화이트존 깊숙한 곳의 병원까지 쳐들어오다니, 밖은 이미 난장판이겠네."
리바,"뭐, 나머지 일은, 국에 맡기면 되지~"
나레이션,"(리바가 기지개를 켜고, 가볍게 몸을 풀며, 카리나가 있는 쪽으로 다가왔다.)"
리바,"카리나, 지금 국에서 파견한 부대가 도착하기 전에..."
리바,네가 하고 싶은 일을 할 기회가 있어.
카리나,...응.
나레이션,(카리나가 고개를 끄덕였다.)
카리나,"레나, 방금 찾은 좌표랑 그 주변 지도 나한테 보내줘, 나――"
아이의 울음소리,으... 으으...
나레이션,"(병원 로비 한쪽 구석에서, 희미한 울음소리가 들려오는 듯했다.)"
나레이션,"(카리나가 소리를 따라가 보니, 장식용 식물 뒤에, 벌벌 떨고 있는 아이가 숨어 있었다.)"
카리나,"얘야, 너 왜 아직 여기 있니?"
카리나,가족은 어디 있니?
여자아이,"으으... 언, 언니..."
여자아이,엄마가 어디 갔는지 모르겠어요...
카리나,......
카리나,"자~ 걱정 마, 언니가 안전한 곳으로 데려다줄게."
나레이션,(카리나가 주위를 둘러봤다.)
나레이션,"(병원의 대피 통로는 아직 닫히지 않았다. 그녀는 이 여자아이를 지하 대피소로 데려가, 그곳 직원에게 맡기고, 그런 다음 지휘관을 찾으러 가도 늦지 않을 것이다.)"
나레이션,"(카리나는 그렇게 생각하며, 몸을 굽혀 작은 여자아이의 손을 잡았다.)"
카리나,"가자, 우리――"
레나,"리바 언니, 열화상 레이더에 아직 열원이 움직이고 있어!"
리바,뭐라고!?
나레이션,"(리바는 즉시 어디서 문제가 생겼는지 알아차렸다. 방금 그 보안 요원들이 사용한 간이 무기는 살상력이 부족해서, 시생물의 급소를 맞혔더라도 즉사시키지 못했을 가능성이 있었다.)"
나레이션,(하지만――)
리바,카리나!
리바,뒤를 조심해!!!
나레이션,"(돌아설 틈이 없었다. 카리나는 거의 본능적으로 작은 여자아이를 품에 안았다. 그녀는 등 뒤에서 무슨 일이 일어났는지 볼 시간도 없이, 재빨리 옆의 엄폐물로 굴렀다――)"
나레이션,쾅――
나레이션,"(저격총의 둔탁한 총성이 카리나 등 뒤에서 울려 퍼졌다. 머리에 큰 구멍이 뚫린 시생물이 땅에 쓰러져, 완전히 움직이지 않았다.)"
리바,......
카리나,......
마키아토,이제 완전히 죽었겠지?
나레이션,"(익숙한 목소리가 카리나의 머리 위에서 들려왔다. 그녀가 고개를 들자, 병원 2층 복도 은폐처에, 두 인형의 모습이 나타났다.)"
스프링필드,"카리나 씨, 다치지 않으셨나요?"
나레이션,"(스프링필드 곁에서, 마키아토가 손에 든, 총구에서 아직 열기가 피어오르는 저격총을 거두고 있었다.)"
나레이션,"(두 사람은 플랫폼에서 뛰어내려, 카리나 앞으로 왔다.)"
카리나,스프링필드... 그리고 마키아토?
카리나,"너희... 너희 국에서 보석 증명서 받고 나서, 돌아갔어야 하는 거 아니었어?"
카리나,"지금 이 구역은 위험해, 앞으로 무슨 일이 일어날지 몰라..."
카리나,나는 걱정돼...
스프링필드,안심하세요~
스프링필드,리바 씨와 레나 씨가 방금 저희의 불법 발포 행위를 국에 보고하지 않는 한――
리바,"어머나, 너 그 말 늦었어."
리바,"나는 방금 국에 민간 인형이 화이트존에서 불법으로 무기를 소지하고, 보고 없이 화력을 사용한 심각한 사건을 보고했는걸~"
레나,응?
레나,리바 언니――
마키아토,"야, 지금 농담할 때 아니야!"
나레이션,"(카리나는 두 사람을 보며, 얼굴에 다시 걱정스러운 기색이 어렸다.)"
카리나,그래서 다시 묻는데... 너희는 왜 아직 화이트존에 남아있는 거야?
카리나,그쪽... 지금 사람 손이 많이 필요할 텐데...
나레이션,"(스프링필드는 카리나의 말 속에 담긴 뜻을 알아차리고, 안심시키는 미소를 지었다.)"
스프링필드,"역시 당신을 가장 잘 아는 사람은, '그분'이시네요."
스프링필드,"그분께서 당신이 충동적으로 바보 같은 짓을 할까 봐, 저희가 남아서 몰래 당신을 보호해 주길 바라셨어요."
카리나,나를 보호한다고?
카리나,"하지만, 지금 가장 보호받아야 할 사람은, 분명히 그 자신인데..."
카리나,"말 한마디 없이 지라드 그룹의 실험 건물 같은 위험한 곳으로 가고, 또 '다시는 연락하지 마' 같은 말을 하고..."
스프링필드,"카리나 씨, 아직 깨닫지 못하셨나요?"
카리나,뭐라고?
스프링필드,"당신은 방금, 10년 전의 지휘관과 똑같은 일을 하셨어요."
카리나,그 말은…
스프링필드,"10년 전 프랑크푸르트에서, 지휘관도 당신처럼, 온 힘을 다해 모두를 보호했어요."
카리나,나는 그렇게 대단하지 않아...
카리나,나는 그냥... 주변 사람들이 위험에 처하는 걸 보고만 있을 수 없었을 뿐이야.
스프링필드,"그때의 지휘관도, 단지 그런 순수한 생각으로, 주변의 모든 사람을 구하려고 노력했어요."
카리나,나...
스프링필드,비록 제가 이런 말을 할 입장은 아니지만...
스프링필드,"하지만 당신들의 마음이 같은 곳을 향하고 있다면, 잠시의 만남과 헤어짐에 연연할 필요가 있을까요?"
스프링필드,"당신들이 여전히 같은 길을 걷고 있다면, 언젠가는..."
스프링필드,"언젠가는, 당신은 반드시 그와 다시 만날 수 있을 거예요."
나레이션,"(카리나의 얼굴에 복잡한 표정이 떠올랐다. 그녀는 고개를 숙여, 얼굴을 그림자에 묻고, 살짝 붉어진 눈가를 남에게 보이고 싶지 않은 듯했다.)"
카리나,나... 알았어...
카리나,"내가 이렇게 말하면 안 된다는 거 알지만, 어떤 때는..."
카리나,"스프링필드, 어떤 때는, 나는 심지어 너희가 부러워."
카리나,"모든 것을 버리고, 그 사람 곁에 있을 수 있는 너희가 부러워."
스프링필드,......
카리나,하지만 나는...
카리나,"적어도 지금의 나는, '인간'으로서의 책임감을 짊어지고 있어."
카리나,나에게는 아직 내가 할 수 있는 일이 있어.
나레이션,"(카리나가 고개를 들었다. 이 순간부터, 그녀의 얼굴에서 방황하던 기색이 사라지고, 그 자리를 굳건한 눈빛이 대신했다.)"
카리나,"스프링필드, 마키아토, 이 아이를 안전한 곳으로 데려다줄 수 있을까?"
카리나,나는 지금 가야 해――
카리나,지휘관 같은 사람이 되기 위해서.
