헬레나,"지휘관님, 얼마나 걸려요!"
지휘관,"곧 괜찮아질 거야. 헬레나, 일단 조용히 해."
헬레나,오오--
그로자,"…콜펜, 베프리… 다 모였어요. 지휘관님."
지휘관,"좋아. |메이링, 시작해도 돼."
메이링,"앗, 네!"
메이링,"음, 저기 '네메시스 통역기' 수정 버전이 완성됐어. 다, 다들 언어 샘플 수집에 협조해 줘서 고마워. 그래서 오늘, 다 같이 테스트를 실행해 보려고 해—"
헬레나,어머? 청진기네!
메이링,"통역기' 외관을 말하는 거지? |지휘관이 휴대성을 높이고 싶다고 해서 이번에는 이어폰 모양으로 만들었고, 외부 스피커 모드도 추가했어."
나레이션,"(메이링이 긴장한 표정으로 골전도 이어폰과 비슷한 무선 장치를 꺼내, 내 귀 위쪽에 착용해 줬다.)"
메이링,…이렇게…착용하면 됩니다.
지휘관,엄청 편하네.
“통역기”,"<i>네메시스 통역기, 시험, II형 제33호기, 작동 완료.</i>"
메이링,대화 테스트를 시작해 보세요.
지휘관,"그래, 지난번 테스트에 참여하지 않은 사람부터 시작해 봐."
캐롤릭,"흥, 이번엔 되는 거지? 또 문제 생겼다고 나 괴롭히지 마."
메이링,"내가 샘플을 보강했으니까, 이번엔 문제없을 거야!"
메이링,"그럼… 콜펜, 네가 먼저 네메시스랑 대화해볼래?"
콜펜,"응~ 귀여운 메이링 부탁이니까, 문·제·없·어~ 나한테 맡겨~"
콜펜,음—|네메시스 평소에—뭐 하는 거 좋아해~?
네메시스,…입자의 궤적이 명확하게 드러나고…
“통역기”,<i>…행…행동과 연구…</i>
메이링,작동했다!
캐롤릭,"근데, 뭐라고 말한 거야? 작동한 거야?"
콜펜,우와~ 이게 통역이야? 통역한 거지? 전혀 알아들을 수가 없는데~
메이링,정말 이해가 잘 안돼… 다시 시도해 보자…
메이링,다음은 베프리가 도와줄래?
베프리,좋아☆
베프리,베프리는 네메시스가 어떤 스타일의 노래를 좋아하는지 궁금해! 베프리는 네메시스랑 같이 노래하고 싶어!
네메시스,"…알 수 없는 방향, 칠흑 같은 나무 구멍에 은닉된…"
“통역기”,"<i>노, 노래는 무슨… 나 노래 안 해!</i>"
메이링,이번엔 알아듣겠어!
베프리,"뭐? 싫다고… 윽, 그런데 이런 대답 베프리는 어디서 들어본 적 있는 거 같은데?"
지휘관,캐롤릭이지?
