나레이션,"(경기 시작 1시간 35분 후, 안전 구역 내)"
나레이션,"(사브리나와 페리의 통신 내용, 린드에게서 관찰된 상황을 종합해 창고 문 고장 원인이 명확해졌다.)"
스프링필드,이 장치가 '치타 랜덤 락'이라고?
스프링필드,꽤 귀여운 이름이네요.
지휘관,"귀여운 건 사실이지만, 초래한 문제는 적지 않아요."
지휘관,린드는 아직도 통신을 받지 않는 건가요?
스프링필드,"네, 제 메시지에도 답이 없어요."
지휘관,그럼 '심판'이 직접 이 랜덤 락들을 해제해야겠네요.
스프링필드,그런 것 같아요.
스프링필드,방금 1575가 경기장 내부를 점검했는데 랜덤 락의 수가 예상보다 많아서 하나씩 제거하려면 시간이 꽤 걸릴 것 같아요.
스프링필드,게다가 사브리나와 페리는 창고에서 무사히 나왔지만 마키아토와 미치티는 아직 객실에 갇혀있어요.
지휘관,그럼... 선수 구출을 우선시하죠. 각자 반씩 구역을 나눠서 움직일게요.
지휘관,추가로 모니터룸 사용 권한도 일시 정지해야겠죠? '랜덤 락'이 작동하는 동안 린드가 다른 선수들에게 영향을 미치면 곤란해요.
스프링필드,지휘관님 안심하세요. 제가 처리할게요.
스프링필드,그런데... 그 말은 린드에게 별도의 제재를 가할 필요가 없다고 보시는 건가요?
지휘관,어렵죠. 린드의 행동은 규정 위반이 아니에요. '치타 랜덤 락'은 시설 파괴도 아니고 '무기'로 분류되지도 않아 규정의 틈을 정확히 찌른 거라... 골치 아프네요.
스프링필드,그럼 지휘관님의 의도는...
지휘관,모니터룸 사용을 제한하고 랜덤 락을 회수하는 걸로 충분해요. 경기가 끝나면 '분노한 선수들'이 직접 교육시켜주겠죠.
스프링필드,"네, 이번엔 제가 실수했어요... 원래 규정을 너무 경직되게 정하지 않고 모두가 개성을 발휘할 수 있게 하려고 했는데 경기를 더 흥미롭게 만들려던 의도였죠."
스프링필드,결과적으로 모두의 역량을 과소평가했네요... 기획자로서 자격미달이었어요.
지휘관,신경 쓰지 마세요. 규칙엔 항상 허점이 존재하는 법이에요. 그게 바로 우리 두 '심판'이 존재하는 이유 아닌가요?
지휘관,문제가 생기면 해결하면 돼요. 혼자서 처리하기 어려운 일도 둘이 함께라면 더 나은 방법을 찾을 수 있죠.
지휘관,게다가 이건 모두가 모인 게임일 뿐이에요. 세카 테크놀로지의 데이터 수집을 원활히 지원하는 게 목표죠.
스프링필드,아야... 지휘관님은 위로를 잘하시네요.
지휘관,이 정도 어려움에 제가 위로가 필요할 거라 생각하지 않아요. 놀리지 마세요.
스프링필드,왜요—— 저라도 가끔은 누군가의 보살핌이 필요할 때가 있답니다?
스프링필드,"그럼 지휘관님 말씀대로 할게요. 1575, 모니터룸 사용 권한을 차단해 주세요."
1575,"확인, 보안 시스템 연결 중, 명령 동기화..."
1575,모니터룸 접근 권한이 임시 정지되었습니다. 린드 선수가 모니터룸을 떠나면 자동 복구됩니다.
나레이션,(1575가 명령을 실행하는 동시에 스프링필드가 단말기를 꺼내 마키아토에게 통신을 걸었다.)
마키아토,스프링——필드——!
나레이션,(단말기에서 들려오는 마키아토의 목소리엔 폭발 직전의 감정이 역력했다.)
마키아토,이 문이 대체 뭐야! 열리지 않아!
마키아토,문이 갑자기 고장나지 않았으면 안도리스는 이미 제거했을 거라고요!
스프링필드,"잠시만 기다려봐요, 마키아토."
스프링필드,지휘관님과 이미 문이 열리지 않는 원인을 찾았어요. 곧 지휘관님이 수리하러 갈 거예요.
마키아토,"뭐, 뭐라고? 그 사람이 올 거라고?"
마키아토,"...그, 그래도 괜찮지만... 빨리 좀 해줘요? 미치티는 이미 제거했고 안도리스도 처리해야 하니까..."
나레이션,(그녀는 시선을 흘기며 종종 쳐다보았다.)
마키아토,어쨌든... 여기서 기다리면 되는 거죠?
마키아토,10분... 아니... 5분 안에 안 오면 제가 직접 문을 뜯어버릴 거예요!
나레이션,(마키아토가 재빨리 통신을 끊었다.)
스프링필드,시설 파괴가 규정 위반이라는 걸 알려주려 했는데요.
스프링필드,하지만 방에 갇히면 경기에 지장이 생기죠. 마키아토가 이렇게 조바심 내는 걸 보니 정말 승리를 원하는 모양이에요.
지휘관,하지만 5분은 좀 무리 아닌가요?
스프링필드,마키아토의 의도는 지휘관님이 최대한 빨리 가주길 바라는 거겠죠.
스프링필드,지금 출발하시면 5분 내에도 가능하지 않을까요?
지휘관,좋아요. 마키아토 쪽은 제가 처리할게요. 1575는 저와 함께 움직이죠.
스프링필드,그럼 제가 창고와 주방을 맡을게요.
스프링필드,로비와 마키아토가 있는 객실은 같은 방향이니 그쪽도 지휘관님께 맡겨도 될까요?
지휘관,좋아. 지금 바로 갈게.
나레이션,(스프링필드에게 고개를 끄덕인 지휘관은 1575를 대동하고 식당을 떠났다.)
