나레이션,"（드미트리와 404 일행은 동굴 입구로 돌아와, 드미트리는 그들의 발견을 다른 병사들에게 간단히 알렸다.)"
나레이션,"（그 희생자들의 겪은 일과 패러데우스와 매그니 시큐리티의 결탁을 들은 후, 현장의 병사들은 모두 분노의 표정을 드러냈다.)"
로렌,우리는…… 우리는 여기서 멈출 수 없어!
드미트리,응. 지금 우리 각자는 가장 중요한 정보를 가지고 있다.
드미트리,"이 정보는 수많은 형제들의 땀과 피를 담고 있으며, 그들이 목숨을 걸고 우리에게 전달한 것이다, 우리는 반드시 그들의 목소리를 이 지옥 같은 곳에서 밖으로 가져가야 한다."
드미트리,"그들을 해치고, 이 세상을 해친 이 개자식들도 반드시 처벌받아야 한다!"
부지런한 병사,맞아! 그들에게 좀 보여주자!
믿음직한 병사,"맞아! 장교님, 빨리 명령 내려주세요!"
로렌,우리는 다음에 무엇을 해야 하나?
드미트리,"여러분, 내 말 들어라. 이번 행동, 코드명 '늑대 연기'."
드미트리,"곧 모두가 그룹으로 분산되어, 행동 계획을 각자의 단말기에 보낼 것이다, 각 그룹은 정해진 방향으로 출발할 것이다."
드미트리,"우리 중에 단 한 명이라도 이 지옥 같은 곳을 떠나거나, 사용 가능한 기지를 찾는다면, 그것이 승리다!"
드미트리,"뒤에 있는 사람들을 아쉬워하지 마라, 너희 앞의 길이 더욱 험할 것이다!"
조사부대 병사들,"네, 지휘관님!"
드미트리,나는 너희 같은 부하들을 가질 수 있어 자랑스럽다.
드미트리,"기억해, 모든 사람은 마지막까지 온 힘을 다해 살아야 한다! 생명, 신념, 우리는 모두 놓아줄 수 없다!"
조사부대 병사들,네! 장교님!!
나레이션,"（병사들은 드미트리의 격려에 기운을 차리고, 각자 준비를 시작했다.)"
나레이션,"（드미트리는 404의 인형들에게 다가왔고, 그는 드물게 경멸이나 조급함 없이, 진지한 얼굴로 칩과 녹음 장치가 들어 있는 유리 상자를 클루카이에게 건넸다.)"
드미트리,"이것은 너희 404가 보관할 것이며, 나는 부대에서 가장 우수한 형제를 너희와 함께 보내겠다."
클루카이,우리?
드미트리,"응, 지금까지 탐사 부대의 인력과 물력 소모가 막대했다. 기습을 할 기회를 찾지 않으면, 매그니 시큐리티와 정면으로 대항할 수 없다."
드미트리,나는 칩과 녹음 장치를 너희에게 맡기는 것이 최선의 선택이라고 생각한다.
나레이션,（클루카이는 잠시 망설이다가 그래도 받아들였다.)
클루카이,……받았다.
드미트리,"여기의 방사능이 심각하고, 붕괴 폭풍도 언제든지 발생할 수 있으며, 그 개자식들이 확실히 공격을 감행할 것이다…… 만약, 내가 말하는 것은 만약……"
나레이션,（드미트리는 목소리를 낮췄다.)
드미트리,"너희와 함께 행동하는 형제들이 피해를 입거나, 후방에 남겨야 한다면, 그들에게 너무 신경 쓰지 말고, 너희는 칩을 호송하는 것을 최우선 임무로 처리해야 한다."
안도리스,드미트리 씨는 우리와 함께 가지 않나요?
드미트리,나? 물론 아니다.
드미트리,"하, 나는 아직 남은 형제들과 승리를 위해 싸워야 한다. 전장에 나가는 것은 아무 일도 아니다."
안도리스,하지만...
클루카이,너희는 승산이 없다.
미슈티,우와…… 클루카이…… 너는 그렇게 말할 필요도 없는데……
나레이션,"（클루카이의 단언을 듣고, 드미트리는 평소처럼 화를 내지 않고 오히려 웃음을 터뜨렸다.)"
드미트리,"흥, 나는 너희 이런 망할 기계들이 아무것도 모른다고 말했잖아."
드미트리,너는 인간들이 모두 기분 좋게 말만 듣고 싶은 바보들인 줄 알아?
클루카이,그게 무슨 뜻이지?
드미트리,"여기의 모든 형제들, 비록 막 입대한 신병이라도 살아있을 희망이 희박하다는 것을 알고 있다. 탐사 부대의 증원이 지금 당장 도착할 수 있다고 해도, 우리는 그들과 연락을 취하거나 그들의 지원을 받을 방법이 없다."
드미트리,"신호의 중단은 분명히 매그니 시큐리티와 관련이 있을 것이다, 기지를 설치하러 나간 형제들이 얼마나 남아있는지 아무도 모르겠다."
드미트리,"그래서 기지를 찾거나, 이 광야를 벗어나 상급자와 연락을 취하는 것보다, 너희가 이끄는 핵심 팀의 부담을 줄이는 것이 더 낫다. 하나를 데려가면 원금 회수, 둘을 데려가면 순이익이다."
드미트리,"너희가 칩을 밖으로 가져갈 수만 있다면, 우리는 이겼다."
벨카,"하지만 너희들은 정말 죽을 거야, 인형과는 달라."
드미트리,살 수 있다면 누가 살고 싶지 않겠어?
드미트리,"하지만 죽을 수밖에 없는 때에는, 형제들은 절대 물러서지 않아."
드미트리,"단지, 우리의 죽음은 그 개새끼들의 식탁 위 웃음거리가 되면 안 돼."
클루카이,…
드미트리,"뭘 더 말해? 기계는 기계일 뿐이야, 왜 꼭 인간을 이해하려고 해? 이해해도 별 좋은 일인 건 아니야."
드미트리,너희는 명령을 잘 수행해서 칩을 가지고 나가면 돼. 우리에 대해서는 신경 쓰지 마.
클루카이,알겠습니다.
나레이션,"（클루카이가 유리 상자를 치우는 것을 보고, 드미트리가 만족스럽게 고개를 끄덕이며 자신의 팀으로 돌아갔다.）"
드미트리,"모두 들어봐, 반 시간 후에 출발한다."
드미트리,"이번 임무는 성공만 가능하고 실패는 없어, 알겠어?!"
조사부대 병사들,알겠습니다!
나레이션,（딩딩딩딩————！！！）
나레이션,"（병사들의 응답과 함께, 날카로운 경보음이 울리기 시작했고, 각자의 방호복에 있는 붕괴 방사선 탐지기가 위험한 빨간 빛을 발했다.）"
안도리스,여기의 방사선 농도가 급격히 상승하고 있어!
드미트리,젠장 또 무슨 일이야!
드미트리,"모두, 즉시 방호복의 밀봉 상태를 확인해!"
안도리스,"붕괴 입자의 흐름을 보면, 90% 이상의 입자가 광산 내에서 온 것으로 보여!"
클루카이,"드미트리, 지금 여기서 떠나야 해."
드미트리,네.
드미트리,"모두, 내 지휘를 들어봐, '늑대 연기' 작전 즉시 시작!"
드미트리,"각 조는 약속된 방향으로 전진해! 지역 통신을 원활하게 유지하고, 범위를 벗어나면 각 소그룹은 임시 조장 명령에 따르도록!"
조사부대 병사들,예! 장교님!
드미트리,404가 이끄는 핵심 소대의 체류 시간을 10분으로 단축해!
드미트리,"404, 반드시 칩의 안전을 보장해!"
클루카이,네 말 필요 없어.
나레이션,"（하지만 일행이 준비를 마치고 동굴을 떠나려 할 때, 밤 속의 검은 그림자가 먼저 그들을 덮쳐 동굴 입구를 둘러쌌다. 그들의 왜곡된 형태와 흉측한 얼굴이 더욱 무섭게 보였다.）"
벨카,"어, 어쩌다가 이렇게 많은 시생물이?"
안도리스,아마도 고농도의 붕괴 방사선에 의해 끌려온 것 같아.
클루카이,"드미트리, 병사들을 이끌고 선행 후퇴하며 지원을 준비해."
클루카이,"404 전원, 전투 태세로 돌입하고 시생물을 맞서 싸워!"
