나레이션,(경기의 카운트다운은 이미 끝난 상태였고 창고 입구엔 부분적으로 파손된 문을 둘러싼 화물 컨테이너들이 버티고 서 있었다. 변형된 컨테이너 외벽은 총알 자국으로 얼룩져 있었다.)
나레이션,(그로자와 페리는 창고 밖에 숨어 신중하게 내부 상황을 관찰하고 있었다.)
페리,...응?
페리,사격 빈도가 줄어든 것 같아요. 모프 소리도 적어지고...
페리,모프들의 공격력이 이렇게 강할 줄은 몰랐어요. 잠긴 대문을 부술 정도라니...
그로자,"페리, 화물 컨테이너를 옮겨서 상황을 확인해보자."
페리,네!
나레이션,(둘은 소리 없이 창고 입구로 이동해 컨테이너를 밀어냈다.)
페리,"좌우로, 밀어!"
나레이션,(두 사람의 힘으로 컨테이너가 옮겨지며 가려져 있던 대문이 드러났다.)
나레이션,(문은 이미 뒤틀려 변형된 상태였고 그 틈새로 둘은 창고 내부를 살펴보았다.)
페리,"모프들, 전부 움직이지 않네요."
그로자,지휘관님이 성공하신 모양이에요.
페리,휴... 다행이에요.
페리,"이런 뜻밖의 사고가 있을 줄은... 창고 문도, 화물 컨테이너도 전부 변형됐네요."
그로자,안전이 최우선이야.
지휘관,"그로자, 상황 어때?"
나레이션,(녹지대 뒤편에서 지휘관의 목소리가 들려왔다.)
그로자,"여긴 괜찮아요. 지휘관님, 곧 갈게요."
지휘관,알았어.
그로자,"페리, 우리 먼저 여기서 나가자."
페리,그로자님은 먼저 가세요. 전 이 컨테이너들을 제자리에 놓고 정리할게요. 무너지면 안 되니까.
그로자,혼자서 할 수 있어?
페리,문제없어요! 키는 작지만 제 힘은 세답니다!
그로자,좋아. 그럼 맡길게.
